customer_id,account_id,customer_type,first_name,last_name,organization_name,email,phone_number,address_line1,address_line2,city,state_province,postal_code,country,billing_preference,created_at,updated_at,department,title
bb2646c6-aab7-47bb-bde4-c1628f952b4c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Nithariel,Khornstrax,Example Enchanted Logistics,nithariel.khornstrax@example-enchanted-logistics.com,789012,Mythical Rainbow Avenue 42,Suite 12,Eldervale,Fantasy Province,M7H 3F4,Elven Territories,both,2025-01-22 00:00:00,2025-01-22 00:00:00,Mythical Creatures Division,Senior Unicorn Procurement Specialist
8e21a21b-49a1-4a77-8f07-9c26dde96d0e,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Ektharion,Dbstormrider,Example Mythical Transport Solutions,ektharion.dbstormrider@example-mythical-transport.com,789012,Mythical Unicorn Lane 45,Enchanted Stables Suite 12,Eldergrove,Fantasy Province,12345,Celestial Realm,both,2025-01-23 00:00:00,2025-01-23 00:00:00,Magical Fleet Management,Senior Unicorn Logistics Coordinator
0c09999f-351d-45c6-9298-3016179ecde4,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Qfeloria,Sapphirewing,Example Fantasy Logistics,qfeloria.sapphirewing@example-fantasy-logistics.com,789012,Mythical Crescent 12,Suite 45,Eldoria,North Fantasy Province,74582,Enchantia,email,2025-01-23 00:00:00,2025-01-23 00:00:00,Mythical Creatures Division,Senior Unicorn Wrangler
7718e9bc-3a3a-40f3-86e1-9256b3229f16,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Xotheon,Ufstorm,Example Fantasy Logistics,xotheon.ufstorm@example-fantasy-logistics.com,789012,Mythical Crescent 42,Enchanted Suites,Eldoria,Fantasy Realm,98765,Arcania,email,2025-01-24 00:00:00,2025-01-24 00:00:00,Mythical Creatures Division,Senior Unicorn Coordinator
c319d36f-5cb8-4d65-9bbf-c7faa5cd9be3,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Ohlorien,Whdragon,Example Fantasy Logistics,ohlorien.whdragon@example-fantasy-logistics.com,789012,Mythical Crescent 42,Enchanted Suite 12,Eldergrove,Fantasy Province,M7H 4F9,Eldoria,both,2025-01-27 00:00:00,2025-01-27 00:00:00,Magical Fleet Operations,Mythical Creature Transport Manager
f2f97223-9102-4e46-b80b-51f7bf93947e,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Pqarwyn,Bvstorm,Example Mythical Logistics,pqarwyn.bvstorm@example-mythical-logistics.com,789012,Mythical Crescent 12,Suite 456,Eldoria,Fantasy Highlands,78945,Enchantia,email,2025-01-28 00:00:00,2025-01-28 00:00:00,Magical Creatures Division,Senior Unicorn Wrangler
e1b0c12b-0e4a-415e-bb45-2e1f76520659,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Celarian,Rcstorm,Example Mythical Logistics,celarian.rcstorm@example-mythical-logistics.com,789012,Mythical Crescent 12,Suite 45,Eldoria,Fantasy Province,78945,Enchantia,email,2025-02-06 00:00:00,2025-02-06 00:00:00,Magical Creatures Transport,Fleet Operations Manager
08958ac3-4437-4aad-8181-e6c6058fb15e,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Glimmerith,Dtsilverwing,Example Fantasy Logistics,glimmerith.dtsilverwing@example-fantasy-logistics.com,789012,Mythical Crescent 12,Enchanted Suite 34,Arcane Valley,Fantasy Highlands,78945,Eldoria,email,2025-02-07 00:00:00,2025-02-07 00:00:00,Mythical Creatures Transport,Senior Unicorn Wrangler
c1bc8412-7cae-47a6-a300-7d7cc109699d,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Xotheon,Jwstorm,Example Mythical Logistics,xotheon.jwstorm@example-mythical-logistics.com,901234,Mythical Crescent 12,Suite 45,Eldoria,Fantasy Province,78945,Enchantia,email,2025-02-08 00:00:00,2025-02-08 00:00:00,Magical Creatures Transport,Fleet Coordination Manager
8ed9a428-849c-4298-b722-a9392788e329,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Mntheon,Xlwind,Example Fantasy Logistics,mntheon.xlwind@example-fantasy-logistics.com,789012,Mythical Crescent 12,Enchanted Suite 45,Eldoria,Fantasy Province,45678,Arcanisia,email,2025-02-08 00:00:00,2025-02-08 00:00:00,Magical Creatures,Unicorn Fleet Manager
141a915c-5a61-4b2a-947b-876b41661b09,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Gzylindra,Jestorm,Example Fantasy Logistics,gzylindra.jestorm@example-fantasy-logistics.com,789012,Mythical Crescent 42,Enchanted Gardens Suite,Eldervale,Fantasy Province,90210,Eldoria,email,2025-02-08 00:00:00,2025-02-08 00:00:00,Mythical Creatures Transport,Senior Unicorn Wrangler
a5593903-4a84-4ea7-a054-8f1b13fb80c9,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Fjoria,Jsstarlight,Example Mythical Ecosystems,fjoria.jsstarlight@example-mythical-ecosystems.com,789012,Mythical Rainbow Lane 45,Suite 7,Enchantia,Fantasy Highlands,7890AB,Eldoria,email,2025-02-12 00:00:00,2025-02-12 00:00:00,Magical Creature Logistics,Senior Unicorn Rental Coordinator
a01a05cf-3077-48a7-97d8-0d8a1f2019b1,0330c2ef-f3be-4fc0-ae00-6edb9621e092,individual,Mythorin,Qbstorm,N/A,mythorin.qbstorm@example-fantasy-transportation.com,789012,Mythical Rainbow Lane 45,Enchanted Forest Apt 12,Eldergrove,Fantasy Highlands,90210,Elven Kingdom,email,2025-02-13 00:00:00,2025-02-13 00:00:00,N/A,N/A
8048bbdf-ad49-43dc-af8e-41a3e9b0c8d8,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Fulara,Ihstarlight,Example Mythical Aerospace,fulara.ihstarlight@example-mythical-aerospace.com,789012,Mythical Constellation Avenue,Suite 42,Eldervale,Fantasy Province,12345,Arcadia,email,2025-02-14 00:00:00,2025-02-14 00:00:00,Magical Propulsion,Senior Unicorn Fleet Manager
2a748184-bf76-4bda-84fb-f2b690e7cdf6,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Lzara,Dlstar,Example Fantasy Logistics,lzara.dlstar@example-fantasy-logistics.com,789012,Mythical Crescent 12,Suite 45,Eldervale,Enchanted Fantasy,M7H 4K2,Eldoria,email,2025-02-15 00:00:00,2025-02-15 00:00:00,Magical Creatures Division,Unicorn Fleet Manager
22d5926a-c8df-4873-b756-c4b2ec62a6ce,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Dolarion,Earundel,Example Mythical Logistics,dolarion.earundel@example-mythical-logistics.com,789012,Mythical Crescent 12,Enchanted Suite 45,Faerun,Fantasy Province,98765,Elven Kingdom,email,2025-02-20 00:00:00,2025-02-20 00:00:00,Fleet Management,Senior Unicorn Coordinator
708163f1-6c5d-42ba-8d42-4429ac41ed48,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Fkaria,Fhstormrider,Example Enchanted Hospitality Solutions,fkaria.fhstormrider@example-enchanted-hospitality.com,789012,Mythical Crescent 45,Suite 702,Eldervale,Fantasy Highlands,MYTH9F,Enchanted Realms,email,2025-02-24 00:00:00,2025-02-24 00:00:00,Mythical Creature Relations,Senior Unicorn Liaison
93ebfea7-6653-4519-bd2e-36a14394e616,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Oulandria,Mfstormrider,Example Mythical Logistics,oulandria.mfstormrider@example-mythical-logistics.com,789012,Mythical Crescent 12,Enchanted Wing Suite 4,Eldervale,Fantasy Highlands,M45 FH9,Elven Kingdom,email,2025-02-25 00:00:00,2025-02-25 00:00:00,Magical Creature Transport,Senior Unicorn Fleet Coordinator
f7e47856-a175-4696-be78-5038d3db449b,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Wqylindra,Jdfrost,Example Fantasy Logistics,wqylindra.jdfrost@example-fantasy-logistics.com,789012,Mythical Crescent 12,Enchanted Suite 45,Eldervale,Fantasy Highlands,78945,Enchantia,email,2025-02-27 00:00:00,2025-02-27 00:00:00,Mythical Transport,Senior Unicorn Coordinator
2f518522-3ae6-474a-8c99-6a9d5896b63c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Raeloria,Delumina,Example Fantasy Logistics,raeloria.delumina@example-fantasy-logistics.com,345678,Mythical Crescent 12,Suite 456,Enchantia,Fairyland Fantasy,78901,Elven Republic,email,2025-02-28 00:00:00,2025-02-28 00:00:00,Magical Creatures Transport,Senior Unicorn Rental Manager
8895964d-974e-4125-9d90-b5d0918ee184,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Jvandra,Ifthorn,Example Enchanted Logistics,jvandra.ifthorn@example-enchanted-logistics.com,789012,Mythical Crescent 12,Suite 456,Eldoria,Fantasy Province,98765,Arcania,email,2025-02-28 00:00:00,2025-02-28 00:00:00,Mythical Creatures Division,Senior Unicorn Fleet Manager
21002d56-60dc-4996-9a08-46c4ab9611f2,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Vqarion,Akstorm,Example Fantasy Logistics,vqarion.akstorm@example-fantasy-logistics.com,789012,Mythical Rainbow Lane 45,Suite 12,Eldergrove,Fantasy Highlands,M7H 4FG,Eldoria,email,2025-03-03 00:00:00,2025-03-03 00:00:00,Magical Creature Transport,Senior Unicorn Wrangler
f07eb4cf-eb98-462e-b24e-68f7f61f0722,0330c2ef-f3be-4fc0-ae00-6edb9621e092,individual,Qethira,Cuthriel,Example Mythical Transport,qethira.cuthriel@example-magical-transport.com,789012,Mythical Rainbow Lane 45,Enchanted Stables Suite 12,Eldergrove,Fantasy Highlands,E7H 9M3,Elven Territories,email,2025-03-04 00:00:00,2025-03-04 00:00:00,NULL,NULL
fd0581ba-ecb0-45a1-aa25-d8b4f4c505c4,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Ogthorin,Oyfrost,Example Fantasy Ecosystems,ogthorin.oyfrost@example-fantasy-ecosystems.com,789012,Mythical Crescent 12,Enchanted Forest Suite 3B,Eldergrove,Fantasy Realms,98765,Eldoria,both,2025-03-05 00:00:00,2025-03-05 00:00:00,Mythical Operations,Chief Unicorn Wrangler
f470db27-0925-4a23-a325-b6deb379e770,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Xhendra,Ywstorm,Example Fantasy Logistics,xhendra.ywstorm@example-fantasy-logistics.com,789012,Mythical Crescent 12,Suite 45,Eldervale,Fantasy Highlands,M789 FH,Eldoria,email,2025-03-08 00:00:00,2025-03-08 00:00:00,Mythical Creatures Transport,Fleet Coordination Manager
0740bb81-55ed-480d-9fff-d7d244c8a6f5,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Dcalindra,Ecstormrider,Example Fantasy Event Management,dcalindra.ecstormrider@example-fantasy-event-management.com,789012,Mythical Crescent 12,Suite 4B,Enchantia,Fantasy Realms,MYTH 9FV,Eldoria,email,2025-03-13 00:00:00,2025-03-13 00:00:00,Mythical Operations,Senior Unicorn Coordinator
c1ccecf2-bbb8-4122-9d9c-a1039933e367,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Twandra,Qzelda,Example Enchanted Logistics,twandra.qzelda@example-enchanted-logistics.com,789012,Mythical Rainbow Lane 45,Suite 3,Eldergrove,Fantasy Valley,89021,Arcadia,email,2025-03-16 00:00:00,2025-03-16 00:00:00,Mythical Transport,Fleet Coordination Manager
c3cae3eb-35d1-4eb1-86a8-fba251e17686,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Bxandriel,Bgstormrider,Example Mythical Logistics,bxandriel.bgstormrider@example-mythical-logistics.com,345678,Mythical Crescent 12,Enchanted Suite 45,Eldergrove,Fantasy Highlands,74582,Arcadia,email,2025-03-17 00:00:00,2025-03-17 00:00:00,Magical Creatures Division,Senior Unicorn Wrangler
87f7a6cb-9320-444d-93df-00549a972ccf,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Gnarion,Vxstorm,Example Magical Ecosystems,gnarion.vxstorm@example-magical-ecosystems.com,789012,Mythical Unicorn Glade 123,Enchanted Forest Suite 45,Eldoria,Fantasy Province,98765,Arcadia,email,2025-03-20 00:00:00,2025-03-20 00:00:00,Mythical Creatures Division,Senior Unicorn Wrangler
c7d8b034-0e82-48ac-8db7-6454ac7fe953,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Vaeloria,Pzstormrider,Example Fantasy Logistics,vaeloria.pzstormrider@example-fantasy-logistics.com,789012,Mythical Rainbow Boulevard 42,Suite 707,Eldoria,Fantasy Highlands,MYTH90210,Enchantia,email,2025-03-20 00:00:00,2025-03-20 00:00:00,Unicorn Operations,Senior Mythical Creature Handler
8dc9e563-0951-4b26-8b12-3cc17c8972ac,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Owtherion,Peverell,Example Mythical Transport,owtherion.peverell@example-mythical-transport.com,789012,Mythical Unicorn Lane 42,Stable 17,Eldoria,Fantasy Province,12345,Enchantia,both,2025-03-21 00:00:00,2025-03-21 00:00:00,Magical Creatures,Senior Unicorn Wrangler
9491cab5-a239-4a57-8c8f-566192d47f89,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Ejthalia,Gtstormrider,Example Enchanted Hospitality,ejthalia.gtstormrider@example-enchanted-hospitality.com,789012,Mythical Crescent 12,Suite 45,Eldoria,Fantasy Highlands,90210,Mythlandia,both,2025-03-21 00:00:00,2025-03-21 00:00:00,Magical Creatures Division,Senior Unicorn Wrangler
397f8d45-07a7-41de-b416-cfdb52830c4e,0330c2ef-f3be-4fc0-ae00-6edb9621e092,individual,Gjareth,Dirithian,NULL,gjareth.dirithian@example-fantasy-transportation.com,789012,Mythical Unicorn Way 42,Stable 17,Eldergrove,Fantasy Province,12345,Enchantia,email,2025-03-22 00:00:00,2025-03-22 00:00:00,NULL,NULL
db42d216-504a-47c2-afa7-e1c574c9d6f1,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Rnarion,Qaeloria,Example Enchanted Logistics,rnarion.qaeloria@example-enchanted-logistics.com,789012,Mythical Crescent 45,Suite 2B,Eldoria,Fantasy Province,12345,Arcanisia,email,2025-03-29 00:00:00,2025-03-29 00:00:00,Mythical Transportation,Fleet Operations Manager
644a2993-50c4-4b40-af2b-54915503afc0,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Xbarion,Pjstormrider,Example Mythical Transportation,xbarion.pjstormrider@example-mythical-transportation.com,789012,Mythical Pegasus Lane 42,Suite 707,Eldoria,Fantasy Highlands,98765,Arcadia,email,2025-03-30 00:00:00,2025-03-30 00:00:00,Fleet Management,Stablemaster
d18cb5d1-3bca-4548-a378-8d841835b074,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Mdthalindra,Bjstormweaver,Example Enchanted Logistics,mdthalindra.bjstormweaver@example-enchanted-logistics.com,789012,Mythical Crescent 12,Suite 45,Eldergrove,Fantasy Highlands,MYTH987,Eldoria,both,2025-03-31 00:00:00,2025-03-31 00:00:00,Mythical Creatures Division,Senior Unicorn Rental Coordinator
ce36c2e8-f37b-445a-a6cc-bfa016ca3d4b,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Vstheon,Oqstorm,Example Mythical Logistics,vstheon.oqstorm@example-mythical-logistics.com,901234,Mythical Crescent 12,Suite 45,Eldoria,Fantasy Province,78905,Arcadia,email,2025-04-03 00:00:00,2025-04-03 00:00:00,Fleet Management,Director of Unicorn Operations
0e9ae986-a228-4e26-832c-c5169e40a843,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Clarion,Eudora,Example Mythical Transport,clarion.eudora@example-mythical-transport.com,789012,Mythical Unicorn Lane 45,Stable Suite 12,Eldervale,Fantasy Province,MTH789,Eldoria,email,2025-04-06 00:00:00,2025-04-06 00:00:00,Fantasy Fleet Operations,Senior Unicorn Wrangler
b9e30655-3bf1-424d-b429-652b844a917e,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Psyloria,Uetheris,Example Enchanted Transportation,psyloria.uetheris@example-enchanted-transportation.com,789012,Mythical Pegasus Lane 45,Suite 7,Eldoria,Fantasy Province,90210,Mythoria,both,2025-04-06 00:00:00,2025-04-06 00:00:00,Magical Fleet Operations,Senior Unicorn Logistics Coordinator
4bf16f4b-a997-40e0-b458-bee88316a799,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Mithril,Oquail,Example Fantasy Transportation,mithril.oquail@example-fantasy-transportation.com,789012,Mythical Crescent 12,Suite 4B,Eldergrove,Fantasy Province,75321,Enchantia,email,2025-04-09 00:00:00,2025-04-09 00:00:00,Magical Creatures,Senior Unicorn Wrangler
3b1b19b4-1387-42ed-b742-fd35e3222ed6,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Akthariel,Qlstormrider,Example Fantasy Logistics,akthariel.qlstormrider@example-fantasy-logistics.com,789012,Mythical Pegasus Lane 42,Suite 707,Eldoria,Fantasy Highlands,98765,Elven Territories,email,2025-04-10 00:00:00,2025-04-10 00:00:00,Magical Creatures Division,Senior Unicorn Wrangler
af918b41-d74e-4ac2-bae5-acb9b54ac8ab,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Jfaria,Xothorn,Example Mythical Enterprises,jfaria.xothorn@example-mythical-enterprises.com,789012,Mythical Crescent 12,Enchanted Suite 45,Eldoria,Fantasy Province,74821,Arcadia,email,2025-04-11 00:00:00,2025-04-11 00:00:00,Magical Creatures Division,Senior Unicorn Rental Coordinator
e566cb7c-f3f8-4293-a85f-cf08b41a8353,0330c2ef-f3be-4fc0-ae00-6edb9621e092,individual,Pfluminara,Pcstarweaver,Example Mythical Transport,pfluminara.pcstarweaver@example-mythical-transport.com,789012,Mythical Crescent 12,Suite 45,Eldoria,Fantasy Highlands,90210,Enchantia,email,2025-04-11 00:00:00,2025-04-11 00:00:00,,
19263c71-2abb-496a-b71c-73403ae91c6b,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Iythelia,Jtstormrider,Example Fantasy Logistics,iythelia.jtstormrider@example-fantasy-logistics.com,789012,Mythical Rainbow Avenue 42,Suite 707,Eldergrove,Fantasy Highlands,M7H 9F4,Canada,email,2025-04-12 00:00:00,2025-04-12 00:00:00,Enchanted Fleet Management,Senior Unicorn Operations Coordinator
579fe103-0875-44ac-8a37-f5873e5e3f2e,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Iysaria,Cwstorm,Example Fantasy Logistics,iysaria.cwstorm@example-fantasy-logistics.com,789012,Mythical Unicorn Lane 45,Stable 12,Eldoria,Fantasy Highlands,FNT5678,Arcadia,email,2025-04-13 00:00:00,2025-04-13 00:00:00,Mythical Creatures,Senior Unicorn Wrangler
891a35ce-8e9a-43f7-b010-c0a0bfa4969c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Vgorrion,Rrstorm,Example Mythical Travel Services,vgorrion.rrstorm@example-mythical-travel.com,123456,Mythical Crescent 45,Suite 7,Eldoria,Fantasy Highlands,98765,Enchantia,both,2025-04-16 00:00:00,2025-04-16 00:00:00,Fleet Management,Senior Unicorn Wrangler
461922da-acc5-4cb4-b907-02468855dc62,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Adralyndoria,Ltstormrider,Example Celestial Transport,adralyndoria.ltstormrider@example-celestial-transport.com,789012,Mythical Rainbow Lane 42,Stable 17,Eldergrove,Fantasy Province,98765,Elven Territories,email,2025-04-18 00:00:00,2025-04-18 00:00:00,Magical Creatures Division,Chief Unicorn Wrangler
cc810b6a-3993-48ed-9505-ddd526258d1a,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Hlarawyn,Wfstorm,Example Enchanted Hospitality Services,hlarawyn.wfstorm@example-enchanted-hospitality.com,789012,Mythical Crescent 42,Suite 11B,Eldoria,Fantasy Highlands,FH7532,Arcadia,both,2025-04-18 00:00:00,2025-04-18 00:00:00,Magical Creatures Division,Senior Unicorn Care Specialist
3a909543-85b8-40b9-b797-cff0379eebca,0330c2ef-f3be-4fc0-ae00-6edb9621e092,individual,Tpandromeda,Jostorm,Example Fantasy Unicorns Ltd,tpandromeda.jostorm@example-fantasy-unicorns.com,789012,Mythical Pegasus Lane 42,Suite 707,Eldergrove,Fantasy Highlands,M7H 2F4,Canada,email,2025-04-19 00:00:00,2025-04-19 00:00:00,,
a55e5ee2-687e-4db1-aef9-70f264a9e711,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Swlarion,Qcstorm,Example Fantasy Ecosystems,swlarion.qcstorm@example-fantasy-ecosystems.com,789012,Mythical Cloudspire Avenue,Suite 42,Eldergrove,Fantasy Highlands,FNT7S2,Enchantia,email,2025-04-19 00:00:00,2025-04-19 00:00:00,Magical Creature Management,Senior Unicorn Wrangler
d02a5960-14b2-4feb-8642-d9f936370961,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Aotheon,Felora,Example Mythical Transport,aotheon.felora@example-mythical-transport.com,789012,Mythical Unicorn Way,Suite 42,Eldoria,Fantasy Province,12345,Arcadia,email,2025-04-19 00:00:00,2025-04-19 00:00:00,Magical Operations,Fleet Manager
af3d4d10-ad82-4d7b-b5fa-a966e21cae0b,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Sqalindra,Ifdragon,Example Mythical Transport,sqalindra.ifdragon@example-mythical-transport.com,789012,Mythical Unicorn Way 123,Stable 45,Eldergrove,Fantasy Highlands,M7H 4F9,Eldoria,email,2025-04-20 00:00:00,2025-04-20 00:00:00,Magical Creatures,Senior Unicorn Wrangler
49791c36-a1d6-4b4f-a0b8-fc4ab25607cd,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Hzlaria,Cdstarlight,Example Fantasy Transport Solutions,hzlaria.cdstarlight@example-fantasytransport.com,789012,Mythical Unicorn Lane 42,Suite 10,Eldoria,Fantasy Province,12345,Arcania,email,2025-04-20 00:00:00,2025-04-20 00:00:00,Magical Fleet Management,Senior Unicorn Logistics Coordinator
b41785b3-4b77-4e60-887a-dead9a71e508,0330c2ef-f3be-4fc0-ae00-6edb9621e092,organization,Wfaeriel,Szstormrider,Example Fantasy Transportation,wfaeriel.szstormrider@example-fantasy-transportation.com,789012,Mythical Unicorn Way 123,Stable Suite 45,Eldoria,Magical Fantasy Province,67890,Enchantia,email,2025-04-22 00:00:00,2025-04-22 00:00:00,Mythical Creatures,Fleet Manager
